fname	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	volta_mcs	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	composed_start	composed_end	composed_source	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	platform	source	translator	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	originalFormat	staff_1_ambitus	staff_1_instrument	staff_2_ambitus	staff_2_instrument
069 Komm, heiliger Geist, Herre Gott	1: 4/4	1: 1	25	25	96.0	25	25	96.0		368.0	428	157	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/069 Komm, heiliger Geist, Herre Gott.mscx	False	43-76 (G2-E5)	cap	57-76 (A3-E5)	Sopran/Alt	43-62 (G2-D4)	Tenor/Baß
070 Gott sei gelobet und gebenedeiet	1: 4/4	1: 0	22	22	80.0	29	29	104.0		316.0	341	132	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/070 Gott sei gelobet und gebenedeiet.mscx	False	36-74 (C2-D5)	cap	55-74 (G3-D5)	Sopran/Alt	36-65 (C2-F4)	Tenor/Baß
071 Ich ruf zu dir, Herr Jesu Christ	1: 4/4	1: 1	15	15	52.0	20	20	68.0		208.0	261	98	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/071 Ich ruf zu dir, Herr Jesu Christ.mscx	False	38-76 (D2-E5)	cap	57-76 (A3-E5)	Sopran/Alt	38-64 (D2-E4)	Tenor/Baß
072 Erhalt uns, Herr, bei deinem Wort	1: 4/4	1: -2	9	9	33.0	9	9	33.0		132.0	164	57	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/072 Erhalt uns, Herr, bei deinem Wort.mscx	False	43-77 (G2-F5)	cap	62-77 (D4-F5)	Sopran/Alt	43-67 (G2-G4)	Tenor/Baß
073 Herr Jesu Christ, du höchstes Gut	1: 4/4	1: -2	13	13	44.0	18	18	60.0		176.0	204	70	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/073 Herr Jesu Christ, du höchstes Gut.mscx	False	41-74 (F2-D5)	cap	58-74 (Bb3-D5)	Sopran/Alt	41-67 (F2-G4)	Tenor/Baß
074 O Haupt voll Blut und Wunden	1: 4/4	1: -1	14	14	48.0	19	19	64.0		192.0	192	66	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/074 O Haupt voll Blut und Wunden.mscx	False	43-79 (G2-G5)	cap	62-79 (D4-G5)	Sopran/Alt	43-69 (G2-A4)	Tenor/Baß
075 Das walt mein Gott	1: 4/4	1: -1	12	12	44.0	12	12	44.0		172.0	184	68	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/075 Das walt mein Gott.mscx	False	36-72 (C2-C5)	cap	57-72 (A3-C5)	Sopran/Alt	36-62 (C2-D4)	Tenor/Baß
076 Freu dich sehr, o meine Seele	1: 4/4	1: 1	14	14	56.0	19	19	76.0		224.0	237	87	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/076 Freu dich sehr, o meine Seele.mscx	False	38-76 (D2-E5)	cap	57-76 (A3-E5)	Sopran/Alt	38-66 (D2-F#4)	Tenor/Baß
077 In dich hab ich gehoffet, Herr	1: 4/4	1: 3	13	13	48.0	13	13	48.0		188.0	231	82	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/077 In dich hab ich gehoffet, Herr.mscx	False	45-78 (A2-F#5)	cap	61-78 (C#4-F#5)	Sopran/Alt	45-66 (A2-F#4)	Tenor/Baß
078 Herzliebster Jesu, was hast du verbrochen	1: 4/4	1: 2	12	12	44.0	12	12	44.0		176.0	193	67	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/078 Herzliebster Jesu, was hast du verbrochen.mscx	False	42-79 (F#2-G5)	cap	61-79 (C#4-G5)	Sopran/Alt	42-64 (F#2-E4)	Tenor/Baß
079 Heut triumphieret Gottes Sohn	1: 3/4	1: 0	24	24	72.0	24	24	72.0		288.0	230	70	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/079 Heut triumphieret Gottes Sohn.mscx	False	45-79 (A2-G5)	cap	62-79 (D4-G5)	Sopran/Alt	45-65 (A2-F4)	Tenor/Baß
080 Christus, der uns selig macht	1: 4/4	1: 0	17	17	68.0	17	17	68.0		272.0	249	80	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/080 Christus, der uns selig macht.mscx	False	41-76 (F2-E5)	cap	57-76 (A3-E5)	Sopran/Alt	41-65 (F2-F4)	Tenor/Baß
081 O großer Gott von Macht	1: 4/4	1: -1	19	19	72.0	19	19	72.0		260.0	237	70	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/081 O großer Gott von Macht.mscx	False	41-74 (F2-D5)	cap	60-74 (C4-D5)	Sopran/Alt	41-65 (F2-F4)	Tenor/Baß
082 Jesu Leiden, Pein und Tod	1: 4/4	1: 3	16	16	64.0	16	16	64.0		256.0	256	82	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/082 Jesu Leiden, Pein und Tod.mscx	False	40-78 (E2-F#5)	cap	61-78 (C#4-F#5)	Sopran/Alt	40-69 (E2-A4)	Tenor/Baß
083 Nun bitten wir den Heiligen Geist	1: 4/4	1: 3	15	15	56.0	15	15	56.0		224.0	279	96	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/083 Nun bitten wir den Heiligen Geist.mscx	False	40-78 (E2-F#5)	cap	57-78 (A3-F#5)	Sopran/Alt	40-64 (E2-E4)	Tenor/Baß
084 O Gott, du frommer Gott	1: 4/4	1: 4	17	17	64.0	17	17	64.0		236.0	240	80	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/084 O Gott, du frommer Gott.mscx	False	40-78 (E2-F#5)	cap	59-78 (B3-F#5)	Sopran/Alt	40-66 (E2-F#4)	Tenor/Baß
085 Wie schön leuchtet der Morgenstern	1: 4/4	1: 2	16	16	56.0	23	23	80.0		220.0	237	84	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/085 Wie schön leuchtet der Morgenstern.mscx	False	38-74 (D2-D5)	cap	57-74 (A3-D5)	Sopran/Alt	38-66 (D2-F#4)	Tenor/Baß
086 Du, o schönes Weltgebäude	1: 4/4	1: -2	13	13	52.0	22	22	88.0		200.0	174	56	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/086 Du, o schönes Weltgebäude.mscx	False	36-75 (C2-Eb5)	cap	55-75 (G3-Eb5)	Sopran/Alt	36-64 (C2-E4)	Tenor/Baß
087 O Haupt voll Blut und Wunden	1: 4/4	1: 2	14	14	48.0	19	19	64.0		192.0	195	65	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/087 O Haupt voll Blut und Wunden.mscx	False	42-76 (F#2-E5)	cap	59-76 (B3-E5)	Sopran/Alt	42-66 (F#2-F#4)	Tenor/Baß
088 Helft mir Gottes Güte preisen	1: 4/4	1: 0	14	14	48.0	19	19	64.0		188.0	194	62	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/088 Helft mir Gottes Güte preisen.mscx	False	43-76 (G2-E5)	cap	57-76 (A3-E5)	Sopran/Alt	43-65 (G2-F4)	Tenor/Baß
089 O Haupt voll Blut und Wunden	1: 4/4	1: 2	14	14	48.0	19	19	64.0		192.0	198	67	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/089 O Haupt voll Blut und Wunden.mscx	False	42-76 (F#2-E5)	cap	59-76 (B3-E5)	Sopran/Alt	42-67 (F#2-G4)	Tenor/Baß
090 Hast du denn, Jesu, dein...	1: 3/4	1: -2	13	13	39.0	18	18	54.0		148.0	150	49	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/090 Hast du denn, Jesu, dein....mscx	False	46-79 (Bb2-G5)	cap	58-79 (Bb3-G5)	Sopran/Alt	46-67 (Bb2-G4)	Tenor/Baß
091 Verleih uns Frieden gnädiglich	1: 4/4	1: 3	28	28	108.0	28	28	108.0		432.0	469	169	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/091 Verleih uns Frieden gnädiglich.mscx	False	40-76 (E2-E5)	cap	61-76 (C#4-E5)	Sopran/Alt	40-66 (E2-F#4)	Tenor/Baß
092 O Jesu Christ, du höchstes Gut	1: 4/4	1: 2	13	13	44.0	18	18	60.0		176.0	205	72	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/092 O Jesu Christ, du höchstes Gut.mscx	False	45-78 (A2-F#5)	cap	61-78 (C#4-F#5)	Sopran/Alt	45-67 (A2-G4)	Tenor/Baß
093 Wach auf mein Herz und singe	1: 3/4	1: -2	17	17	49.0	17	17	49.0		196.0	150	48	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/093 Wach auf mein Herz und singe.mscx	False	46-75 (Bb2-Eb5)	cap	62-75 (D4-Eb5)	Sopran/Alt	46-63 (Bb2-Eb4)	Tenor/Baß
094 Warum betrübst du dich, mein Herz	1: 4/4	1: -2	11	11	40.0	11	11	40.0		156.0	179	56	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/094 Warum betrübst du dich, mein Herz.mscx	False	43-74 (G2-D5)	cap	62-74 (D4-D5)	Sopran/Alt	43-67 (G2-G4)	Tenor/Baß
095 Werde munter, mein Gemüte	1: 4/4	1: -2	12	12	48.0	16	16	64.0		192.0	209	70	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/095 Werde munter, mein Gemüte.mscx	False	46-79 (Bb2-G5)	cap	62-79 (D4-G5)	Sopran/Alt	46-65 (Bb2-F4)	Tenor/Baß
096 Jesu, meine Freude	1: 4/4	1: -1	13	13	52.0	19	19	76.0		208.0	221	81	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/096 Jesu, meine Freude.mscx	False	40-77 (E2-F5)	cap	57-77 (A3-F5)	Sopran/Alt	40-65 (E2-F4)	Tenor/Baß
097 Nun bitten wir den Heiligen Geist	1: 4/4	1: 3	16	16	60.0	16	16	60.0		240.0	255	90	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/097 Nun bitten wir den Heiligen Geist.mscx	False	41-78 (E#2-F#5)	cap	56-78 (G#3-F#5)	Sopran/Alt	41-64 (E#2-E4)	Tenor/Baß
098 O Haupt voll Blut und Wunden	1: 4/4	1: 2	14	14	48.0	19	19	64.0		192.0	194	65	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/098 O Haupt voll Blut und Wunden.mscx	False	38-76 (D2-E5)	cap	61-76 (C#4-E5)	Sopran/Alt	38-66 (D2-F#4)	Tenor/Baß
099 Helft mir Gottes Güte preisen	1: 4/4	1: 0	14	14	48.0	19	19	64.0		192.0	195	67	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/099 Helft mir Gottes Güte preisen.mscx	False	44-76 (G#2-E5)	cap	61-76 (C#4-E5)	Sopran/Alt	44-67 (G#2-G4)	Tenor/Baß
100 Ich ruf zu dir, Herr Jesu Christ	1: 4/4	1: -2	15	15	52.0	20	20	68.0		208.0	239	85	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/100 Ich ruf zu dir, Herr Jesu Christ.mscx	False	39-74 (Eb2-D5)	cap	57-74 (A3-D5)	Sopran/Alt	39-62 (Eb2-D4)	Tenor/Baß
101 Herr Christ, der ein'ge Gottes Sohn	1: 4/4	1: -2	11	11	40.0	16	16	56.0		160.0	174	57	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/101 Herr Christ, der ein'ge Gottes Sohn.mscx	False	41-77 (F2-F5)	cap	60-77 (C4-F5)	Sopran/Alt	41-67 (F2-G4)	Tenor/Baß
102 Ermuntre dich, mein schwacher Geist	1: 3/4	1: 1	22	22	66.0	30	30	90.0		264.0	196	52	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/102 Ermuntre dich, mein schwacher Geist.mscx	False	43-79 (G2-G5)	cap	59-79 (B3-G5)	Sopran/Alt	43-64 (G2-E4)	Tenor/Baß
104 Wer nur den lieben Gott läßt walten	1: 4/4	1: 2	11	11	36.0	17	17	56.0		144.0	165	56	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/104 Wer nur den lieben Gott läßt walten.mscx	False	42-79 (F#2-G5)	cap	61-79 (C#4-G5)	Sopran/Alt	42-67 (F#2-G4)	Tenor/Baß
105 Herzliebster Jesu, was hast du verbrochen	1: 4/4	1: 2	12	12	44.0	12	12	44.0		176.0	185	62	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/105 Herzliebster Jesu, was hast du verbrochen.mscx	False	47-79 (B2-G5)	cap	59-79 (B3-G5)	Sopran/Alt	47-67 (B2-G4)	Tenor/Baß
106 Jesu Leiden, Pein und Tod	1: 4/4	1: 3	16	16	64.0	16	16	64.0		256.0	235	71	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/106 Jesu Leiden, Pein und Tod.mscx	False	45-78 (A2-F#5)	cap	61-78 (C#4-F#5)	Sopran/Alt	45-66 (A2-F#4)	Tenor/Baß
107 Herzlich lieb hab ich dich, o Herr	1: 4/4	1: -3	23	23	84.0	31	31	112.0		336.0	372	119	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/107 Herzlich lieb hab ich dich, o Herr.mscx	False	39-80 (Eb2-Ab5)	cap	62-80 (D4-Ab5)	Sopran/Alt	39-68 (Eb2-Ab4)	Tenor/Baß
108 Valet will ich dir geben	1: 4/4	1: -3	14	14	48.0	19	19	64.0		192.0	173	49	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/108 Valet will ich dir geben.mscx	False	39-79 (Eb2-G5)	cap	58-79 (Bb3-G5)	Sopran/Alt	39-67 (Eb2-G4)	Tenor/Baß
109 Singen wir aus Herzens Grund	1: 3/4	1: -2	28	28	84.0	28	28	84.0		336.0	282	97	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/109 Singen wir aus Herzens Grund.mscx	False	41-77 (F2-F5)	cap	60-77 (C4-F5)	Sopran/Alt	41-66 (F2-F#4)	Tenor/Baß
110 Vater unser im Himmelreich	1: 4/4	1: -2	13	13	48.0	13	13	48.0		192.0	228	72	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/110 Vater unser im Himmelreich.mscx	False	43-75 (G2-Eb5)	cap	55-75 (G3-Eb5)	Sopran/Alt	43-63 (G2-Eb4)	Tenor/Baß
111 Herzliebster Jesu, was hast du verbrochen	1: 4/4	1: 0	12	12	44.0	12	12	44.0		176.0	218	80	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/111 Herzliebster Jesu, was hast du verbrochen.mscx	False	45-77 (A2-F5)	cap	59-77 (B3-F5)	Sopran/Alt	45-66 (A2-F#4)	Tenor/Baß
112 Wer nur den lieben Gott läßt walten	1: 4/4	1: 2	11	11	36.0	17	17	56.0		140.0	144	44	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/112 Wer nur den lieben Gott läßt walten.mscx	False	42-78 (F#2-F#5)	cap	61-78 (C#4-F#5)	Sopran/Alt	42-67 (F#2-G4)	Tenor/Baß
113 Christus, der uns selig macht	1: 4/4	1: -3	17	17	68.0	17	17	68.0		272.0	248	77	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/113 Christus, der uns selig macht.mscx	False	42-77 (Gb2-F5)	cap	60-77 (C4-F5)	Sopran/Alt	42-66 (Gb2-Gb4)	Tenor/Baß
114 Von Gott will ich nicht lassen	1: 4/4	1: 0	14	14	48.0	19	19	64.0		192.0	206	72	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/114 Von Gott will ich nicht lassen.mscx	False	45-76 (A2-E5)	cap	59-76 (B3-E5)	Sopran/Alt	45-67 (A2-G4)	Tenor/Baß
115 Was mein Gott will, das gescheh allezeit	1: 4/4	1: 2	14	14	48.0	19	19	64.0		192.0	233	79	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/115 Was mein Gott will, das gescheh allezeit.mscx	False	44-76 (G#2-E5)	cap	62-76 (D4-E5)	Sopran/Alt	44-67 (G#2-G4)	Tenor/Baß
116 Nun lob, mein Seel, den Herren	1: 3/4	1: 2	38	38	108.0	47	47	132.0		432.0	429	172	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/116 Nun lob, mein Seel, den Herren.mscx	False	38-81 (D2-A5)	cap	61-81 (C#4-A5)	Sopran/Alt	38-67 (D2-G4)	Tenor/Baß
117 Nun ruhen alle Wälder	1: 4/4	1: -4	13	13	48.0	13	13	48.0		192.0	219	76	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/117 Nun ruhen alle Wälder.mscx	False	44-75 (Ab2-Eb5)	cap	58-75 (Bb3-Eb5)	Sopran/Alt	44-65 (Ab2-F4)	Tenor/Baß
118 In dich hab ich gehoffet, Herr	1: 4/4	1: -2	12	12	44.0	12	12	44.0		176.0	207	69	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/118 In dich hab ich gehoffet, Herr.mscx	False	45-79 (A2-G5)	cap	62-79 (D4-G5)	Sopran/Alt	45-67 (A2-G4)	Tenor/Baß
119 Christ unser Herr zum Jordan kam	1: 4/4	1: -2	19	19	72.0	19	19	72.0		288.0	361	123	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/119 Christ unser Herr zum Jordan kam.mscx	False	41-79 (F2-G5)	cap	60-79 (C4-G5)	Sopran/Alt	41-67 (F2-G4)	Tenor/Baß
120 Was mein Gott will, das gescheh allezeit	1: 4/4	1: 2	14	14	48.0	19	19	64.0		192.0	247	86	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/120 Was mein Gott will, das gescheh allezeit.mscx	False	45-76 (A2-E5)	cap	59-76 (B3-E5)	Sopran/Alt	45-66 (A2-F#4)	Tenor/Baß
121 Werde munter, mein Gemüte	1: 4/4	1: 3	16	16	64.0	16	16	64.0		256.0	308	104	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/121 Werde munter, mein Gemüte.mscx	False	40-79 (E2-G5)	cap	64-79 (E4-G5)	Sopran/Alt	40-68 (E2-G#4)	Tenor/Baß
122 Ist Gott mein Schild und Helfersmann	1: 4/4	1: -2	15	15	56.0	15	15	56.0		224.0	287	97	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/122 Ist Gott mein Schild und Helfersmann.mscx	False	43-79 (G2-G5)	cap	58-79 (Bb3-G5)	Sopran/Alt	43-67 (G2-G4)	Tenor/Baß
123 Helft mir Gottes Güte preisen	1: 4/4	1: 0	14	14	48.0	19	19	64.0		192.0	241	78	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/123 Helft mir Gottes Güte preisen.mscx	False	45-76 (A2-E5)	cap	60-76 (C4-E5)	Sopran/Alt	45-66 (A2-F#4)	Tenor/Baß
124 Auf, auf mein Herz, und du mein ganzer Sinn	1: 4/4	1: 1	12	12	44.0	12	12	44.0		176.0	245	87	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/124 Auf, auf mein Herz, und du mein ganzer Sinn.mscx	False	38-76 (D2-E5)	cap	59-76 (B3-E5)	Sopran/Alt	38-66 (D2-F#4)	Tenor/Baß
125 Allein Gott in der Höh sei Ehr	1: 4/4	1: 1	12	12	40.0	17	17	56.0		160.0	199	69	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/125 Allein Gott in der Höh sei Ehr.mscx	False	42-74 (F#2-D5)	cap	59-74 (B3-D5)	Sopran/Alt	42-64 (F#2-E4)	Tenor/Baß
126 Durch Adams Fall ist ganz verderbt	1: 4/4	1: 0	15	15	52.0	20	20	68.0		208.0	236	85	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/126 Durch Adams Fall ist ganz verderbt.mscx	False	41-76 (F2-E5)	cap	59-76 (B3-E5)	Sopran/Alt	41-64 (F2-E4)	Tenor/Baß
127 Dies sind die heilgen zehn Gebot	1: 4/4	1: 0	10	10	37.0	10	10	37.0		148.0	183	68	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/127 Dies sind die heilgen zehn Gebot.mscx	False	43-74 (G2-D5)	cap	62-74 (D4-D5)	Sopran/Alt	43-65 (G2-F4)	Tenor/Baß
128 Alles ist an Gottes Segen	1: 4/4	1: 1	12	12	48.0	12	12	48.0		192.0	232	83	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/128 Alles ist an Gottes Segen.mscx	False	38-76 (D2-E5)	cap	57-76 (A3-E5)	Sopran/Alt	38-66 (D2-F#4)	Tenor/Baß
129 Keinen hat Gott verlassen	1: 4/4	1: 1	14	14	48.0	19	19	64.0		192.0	190	69	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/129 Keinen hat Gott verlassen.mscx	False	40-76 (E2-E5)	cap	59-76 (B3-E5)	Sopran/Alt	40-66 (E2-F#4)	Tenor/Baß
130 Meine Seele erhebt den Herren	1: 4/4	1: 1	10	10	38.0	10	10	38.0		168.0	80	23	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/130 Meine Seele erhebt den Herren.mscx	False	40-74 (E2-D5)	cap	59-74 (B3-D5)	Sopran/Alt	40-59 (E2-B3)	Tenor/Baß
131 Liebster Jesu, wir sind hier	1: 4/4	1: 1	10	10	40.0	15	15	60.0		160.0	157	59	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/131 Liebster Jesu, wir sind hier.mscx	False	36-74 (C2-D5)	cap	57-74 (A3-D5)	Sopran/Alt	36-64 (C2-E4)	Tenor/Baß
132 Kyrie, Gott Vater in Ewigkeit	1: 4/4	1: 0	40	40	160.0	40	40	160.0		636.0	793	329	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/132 Kyrie, Gott Vater in Ewigkeit.mscx	False	38-74 (D2-D5)	cap	57-74 (A3-D5)	Sopran/Alt	38-64 (D2-E4)	Tenor/Baß
133 Wir glauben all an einen Gott	1: 4/4	1: 0	32	32	128.0	32	32	128.0		498.0	598	250	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/133 Wir glauben all an einen Gott.mscx	False	38-76 (D2-E5)	cap	55-76 (G3-E5)	Sopran/Alt	38-64 (D2-E4)	Tenor/Baß
134 Gott der Vater wohn uns bei	1: 4/4	1: 2	16	16	64.0	28	28	112.0		256.0	281	107	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/134 Gott der Vater wohn uns bei.mscx	False	40-76 (E2-E5)	cap	57-76 (A3-E5)	Sopran/Alt	40-66 (E2-F#4)	Tenor/Baß
135 Wer Gott vertraut, hat wohl gebaut	1: 4/4	1: 1	21	21	84.0	29	29	116.0		300.0	296	119	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/135 Wer Gott vertraut, hat wohl gebaut.mscx	False	42-72 (F#2-C5)	cap	59-72 (B3-C5)	Sopran/Alt	42-64 (F#2-E4)	Tenor/Baß
136 Herr Jesu Christ, dich zu uns wend	1: 4/4	1: 1	9	9	32.0	9	9	32.0		128.0	153	54	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/136 Herr Jesu Christ, dich zu uns wend.mscx	False	42-76 (F#2-E5)	cap	62-76 (D4-E5)	Sopran/Alt	42-64 (F#2-E4)	Tenor/Baß
